,brand,model,processor,ram,memory,ratings,reviews,ram_version,display_inch,warranty,price,price_cat,rating_cat
0,Ultimus,Intel Celeron Dual,Intel Celeron Dual Core N4020,4,128.0,4.2,13.0,DDR4,14.0,1.0,12990,low,good
1,Ultimus,Intel Celeron Dual,Ultimus Intel Celeron Dual Core,4,128.0,4.2,13.0,DDR4,14.0,1.0,12990,low,good
2,CHUWI,Intel Celeron Dual,Dual Core 10th Gen N4020,4,128.0,3.9,5.0,DDR4,12.0,1.0,12990,low,average
3,Primebook,S Wifi MediaTek,Primebook S Wifi MediaTek MT8183,4,128.0,4.4,60.0,DDR4,12.0,1.0,13990,low,good
4,Primebook,4G Android Based,4G Android Based MediaTek MT8788,4,64.0,4.2,60.0,DDR4,12.0,1.0,13990,low,good
5,ASUS,Chromebook Intel Celeron,Intel Celeron Dual Core N4500,4,64.0,3.9,60.0,DDR4X,14.0,1.0,13990,low,average
6,Lenovo,Ideapad Intel Celeron,Intel Celeron Dual Core N4020,4,64.0,3.9,2.0,DDR4,12.0,1.0,15980,low,average
7,Ultimus,Pro Intel Celeron,Pro Intel Celeron Dual Core,8,256.0,3.9,1.0,DDR4,14.0,1.0,15990,low,average
8,Avita,SATUS Intel Celeron,Intel Celeron Dual Core N4020,4,128.0,3.9,60.0,DDR4,14.0,1.0,15990,low,average
9,AXL,Intel Celeron Dual,Celeron Dual Core 9th Gen,4,256.0,4.2,3.0,DDR4,16.0,1.0,16990,low,good
10,CHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256.0,3.9,54.0,DDR4,14.0,1.0,16990,low,average
11,AXL,Intel Celeron Dual,SponsoredAXL Intel Celeron Dual Core,4,256.0,3.9,60.0,DDR4,16.0,1.0,16990,low,average
12,AXL,Intel Celeron Dual,AXL Intel Celeron Dual Core,4,256.0,3.9,60.0,DDR4,16.0,1.0,16990,low,average
13,CHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256.0,4.2,15.0,DDR5,14.0,1.0,18990,low,good
14,CHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256.0,4.2,15.0,DDR5,14.0,1.0,18990,low,good
15,CHUWI,Intel Celeron Dual,Dual Core 11th Gen N4020,8,256.0,3.9,54.0,DDR4,16.0,1.0,18990,low,average
16,Infinix,Y1 Plus Neo,Quad Core 11th Gen N5100,4,128.0,4.2,60.0,DDR4X,16.0,1.0,18990,low,good
17,Lenovo,Intel Celeron Dual,Celeron Dual Core 4th Gen,8,256.0,3.9,11.0,DDR4,16.0,1.0,18990,low,average
18,Acer,One 11 Intel Celeron,Intel Celeron Dual Core N4500,8,128.0,3.9,22.0,DDR4,12.0,1.0,19982,low,average
19,ASUS,Chromebook Intel Celeron,Intel Celeron Dual Core N4500,8,128.0,3.9,68.0,DDR4X,16.0,1.0,19990,low,average
20,Avita,Pura E Intel,Core i3 10th Gen 10110U,4,256.0,4.2,13.0,DDR4,14.0,1.0,19990,low,good
21,Lenovo,V15 Intel Celeron,Celeron Dual Core 4th Gen,8,256.0,4.2,60.0,DDR4,16.0,1.0,19990,low,good
22,Lenovo,Intel Celeron Dual,Celeron Dual Core 4th Gen,8,256.0,3.9,11.0,DDR4,16.0,1.0,20890,low,average
23,HP,360 Intel Celeron,Intel Celeron Dual Core N4120,4,64.0,3.9,96.0,DDR4,14.0,1.0,20990,low,average
24,HP,G9 SERIES AMD,AMD Athlon Dual Core 3050U,4,256.0,3.9,1.0,DDR4,16.0,1.0,20990,low,average
25,HP,360 Intel Celeron,Intel Celeron Quad Core N4120,4,64.0,4.2,86.0,DDR4,14.0,1.0,20990,low,good
26,Acer,One 11 Intel Celeron,Intel Celeron Dual Core N4500,8,256.0,3.9,22.0,DDR4,12.0,1.0,21290,low,average
27,ASUS,Intel Pentium Quad,Intel Pentium Quad Core N5030,4,1000.0,3.9,60.0,DDR4,16.0,1.0,21800,low,average
28,Infinix,INBook X1 Neo Series,Intel Celeron Quad Core N5100,4,128.0,4.1,60.0,DDR4X,14.0,1.0,22890,low,good
29,Infinix,Y1 Plus Neo,Core 11th Gen JSL N5100,8,512.0,4.2,60.0,DDR4X,16.0,1.0,22990,low,good
30,Infinix,INBook X1 Neo Series,Quad Core 11th Gen N5100,4,128.0,4.2,60.0,DDR4X,14.0,1.0,22990,low,good
31,CHUWI,Intel Celeron Quad,Quad Core 12th Gen N100,8,256.0,4.2,15.0,DDR5,16.0,1.0,22990,low,good
32,HP,250 G9 Intel Celeron,Intel Celeron Dual Core N4500,8,256.0,4.2,13.0,DDR4,16.0,1.0,23690,low,good
33,HP,G9 AMD Ryzen,Ryzen 3 Dual Core 3250U,8,512.0,3.9,10.0,DDR4,16.0,1.0,23990,low,average
34,WINGS,Nuvobook S1 Aluminium Alloy,Core i3 11th Gen 1125G4,8,256.0,4.3,60.0,DDR4,16.0,1.0,23990,low,good
35,HP,255 G9 841W6pa,AMD Ryzen 3 Dual Core,8,512.0,3.9,15.0,DDR4,16.0,1.0,23990,low,average
36,HP,G9245 Silver 841w7paA,Core AMD Ryzen 3 3250U,8,512.0,4.0,3.0,DDR4,14.0,1.0,23999,low,average
37,Lenovo,V15 Series AMD,AMD Athlon Dual Core 7120U,8,512.0,4.2,19.0,DDR5,16.0,1.0,24162,low,good
38,Infinix,INBook X1 Neo Series,Intel Celeron Quad Core N5100,8,256.0,4.2,60.0,DDR4X,14.0,1.0,24990,low,good
39,WINGS,Nuvobook S2 Aluminium Alloy,Core i3 11th Gen 1125G4,8,512.0,4.3,60.0,DDR4,16.0,1.0,24990,low,good
40,Lenovo,Lenovo Ideapad Slim,Intel Celeron Dual Core N4020,8,256.0,4.1,60.0,DDR4,14.0,2.0,25300,low,good
41,Infinix,Inbook Y2 Plus Intel,Core i3 11th Gen 1115G4,8,512.0,4.1,60.0,DDR4X,16.0,1.0,25490,low,good
42,ASUS,Chromebook Intel Celeron,Intel Celeron Dual Core N4500,4,64.0,3.9,3.0,DDR4X,14.0,1.0,25751,low,average
43,Lenovo,IdeaPad Slim 3,Intel Celeron Dual Core N4020,8,256.0,4.2,17.0,DDR4,16.0,2.0,25890,low,good
44,Lenovo,IdeaPad Slim 3,Intel Celeron Dual Core N4020,8,256.0,3.9,60.0,DDR4,16.0,2.0,25899,low,average
45,HP,14a Intel Celeron,Intel Celeron Dual Core N4500,4,64.0,3.9,60.0,DDR4,14.0,1.0,25900,low,average
46,Lenovo,Lenovo Ideapad Slim,Intel Celeron Dual Core N4020,8,256.0,4.1,60.0,DDR4,14.0,2.0,25930,low,good
47,ASUS,VivoBook 14 (2021,Intel Celeron Dual Core N4020,4,256.0,4.1,60.0,DDR4,14.0,1.0,25990,low,good
48,Acer,AMD Ryzen 3,Ryzen 3 Dual Core 3250U,8,256.0,4.2,52.0,DDR4,14.0,1.0,25990,low,good
49,Infinix,INBook X2 Plus Intel,Core i3 11th Gen 1115G4,8,256.0,4.3,106.0,DDR4X,16.0,1.0,25990,low,good
50,Infinix,INBook X2 Plus Intel,Core i3 11th Gen 1115G4,8,256.0,4.3,106.0,DDR4X,16.0,1.0,25990,low,good
51,HP,245G9 AMD Ryzen,Core AMD Ryzen 3 3250U,8,512.0,4.2,20.0,DDR4,14.0,1.0,25999,low,good
52,HP,255 G9 AMD Ryzen,3 Dual Core R3 3250,8,512.0,4.1,24.0,DDR4,16.0,1.0,25999,low,good
53,Lenovo,IdeaPad 1 15IGL7,Dual Core 4th Gen N4020,8,256.0,4.4,1.0,DDR4,16.0,1.0,26490,low,good
54,HP,245G9 841W7PA,AMD Ryzen 3 Dual Core,8,512.0,4.1,11.0,DDR4,14.0,1.0,26600,low,good
55,Ultimus,Elite Intel Core,Intel Core i5 10th Gen,8,512.0,3.9,75.0,DDR4,14.0,1.0,26990,low,average
56,Ultimus,Elite Intel Core,Core i5 10th Gen 1035G4,8,512.0,3.9,75.0,DDR4,14.0,1.0,26990,low,average
57,ASUS,Vivobook Intel Celeron,Intel Celeron Dual Core N4020,8,512.0,3.9,60.0,DDR4,16.0,1.0,27890,low,average
58,ASUS,Vivobook Go 14,Intel Celeron Dual Core N4500,8,256.0,3.9,10.0,DDR4,14.0,1.0,27990,low,average
59,Lenovo,AMD Ryzen 3,AMD Ryzen 3 Octa Core,8,512.0,4.5,2.0,DDR4,14.0,1.0,27990,low,good
60,ZEBRONICS,Pro Series Z,Core i3 12th Gen 1215U,8,512.0,4.0,15.0,DDR4,16.0,1.0,27990,low,average
61,Lenovo,V15 AMD Ryzen,Ryzen 3 Quad Core 7320U,8,512.0,4.3,47.0,DDR5,16.0,1.0,27990,low,good
62,WINGS,Nuvobook V1 Aluminium Alloy,Core i5 11th Gen 1155G7,8,512.0,4.1,60.0,DDR4,16.0,1.0,27990,low,good
63,Infinix,X1 Slim Series,Core i3 10th Gen 1005G1,8,256.0,4.3,60.0,DDR4X,14.0,1.0,28490,low,good
64,Infinix,INBook Y1 Plus Intel,Core i3 10th Gen 1005G1,8,512.0,4.2,60.0,DDR4X,16.0,1.0,28990,low,good
65,HP,Intel Celeron Dual,Intel Celeron Dual Core N4500,8,512.0,3.9,64.0,DDR4,16.0,1.0,28990,low,average
66,ASUS,Vivobook 15 Intel Pentium,Intel Pentium Dual Core 7505,8,512.0,4.2,13.0,DDR4,16.0,1.0,28990,low,good
67,ASUS,VivoBook 15 Intel Core,Core i3 10th Gen 1005G1,4,1000.0,3.9,60.0,DDR4,16.0,1.0,28990,low,average
68,HP,Laptop 15s Intel,Dual Core Intel Celeron N4500,8,512.0,3.9,10.0,DDR4,16.0,1.0,29490,low,average
69,Lenovo,V15 AMD Ryzen,Ryzen 3 Quad Core 7320U,8,512.0,4.1,8.0,DDR5,16.0,1.0,29990,low,good
70,ASUS,Vivobook 15 Intel Core,Core i3 11th Gen 1115G4,8,256.0,4.3,60.0,DDR4,16.0,1.0,29990,low,good
71,WINGS,Nuvobook V1 Aluminium Alloy,Core i5 11th Gen 1155G7,8,512.0,4.1,60.0,DDR4,16.0,1.0,29990,low,good
72,Acer,One Intel Core,Core i3 11th Gen 1115G4,8,512.0,4.3,60.0,DDR4,14.0,1.0,29990,low,good
73,Infinix,X3 Slim Intel,Core i3 12th Gen 1215U,8,512.0,4.1,60.0,DDR4X,14.0,1.0,29990,low,good
74,Acer,Extensa 15 AMD Ryzen,Ryzen 3 Quad Core 7320U,8,512.0,4.2,24.0,DDR5,16.0,1.0,29990,low,good
75,Infinix,X2 Slim Intel,Core i3 11th Gen 1115G4,8,512.0,4.2,60.0,DDR4X,14.0,1.0,30511,low,good
76,Lenovo,V14 G3 (82TSA01KIH,Core i3 12th Gen 1213U,8,512.0,4.1,2.0,DDR4,14.0,1.0,31000,low,good
77,Acer,Extensa (2023,Core i3 12th Gen N305,8,256.0,4.2,107.0,DDR5,16.0,1.0,31490,low,good
78,HP,Intel Pentium Quad,Intel Pentium Quad Core N6000,8,512.0,4.2,13.0,DDR4,16.0,1.0,31490,low,good
79,ASUS,Intel Core i3,Core i3 11th Gen 1115G4,8,512.0,4.3,60.0,DDR4,14.0,1.0,31490,low,good
80,ASUS,Intel Core i3,Intel Core i3 10th Gen,4,1000.0,3.9,9.0,DDR4,16.0,1.0,31500,low,average
81,Acer,Aspire 3 AMD,Ryzen 5 Quad Core 3500U,8,512.0,4.4,41.0,DDR4,16.0,1.0,31690,low,good
82,Acer,AMD Ryzen 5,AMD Ryzen 5 Quad Core,8,512.0,4.2,13.0,DDR5,16.0,1.0,31690,low,good
83,Acer,Aspire 3 15,Ryzen 5 Quad Core 7520U,8,512.0,4.2,60.0,DDR5,16.0,1.0,31690,low,good
84,Acer,Intel Core i3,Intel Core i3 11th Gen,8,512.0,4.3,21.0,DDR4,16.0,1.0,31890,low,good
85,HP,240 G8 Intel Core,Intel Core i3 11th Gen,8,512.0,4.2,13.0,DDR4,14.0,1.0,31890,low,good
86,Lenovo,IdeaPad Slim 3,Core i3 12th Gen 1215U,8,256.0,4.2,58.0,DDR4,16.0,1.0,31990,low,good
87,HP,AMD Ryzen 5,AMD Ryzen 5 Quad Core,8,512.0,4.2,60.0,DDR4,14.0,1.0,31990,low,good
88,HP,2023 AMD Ryzen,Ryzen 3 Dual Core 3250U,8,512.0,4.2,60.0,DDR4,16.0,1.0,31990,low,good
89,ASUS,Vivobook 15 Intel Core,Core i3 11th Gen 1115G4,8,512.0,4.4,60.0,DDR4,16.0,1.0,31990,low,good
90,ASUS,X1500EA-EJ3379WS,Intel Core i3 11th Gen,8,512.0,4.1,1.0,DDR4,16.0,1.0,31990,low,good
91,ASUS,Vivobook 15 Intel Core,Core i3 11th Gen 1115G4,8,256.0,4.4,22.0,DDR4,16.0,1.0,31992,low,good
92,HP,G Series Intel,Core i3 10th Gen 1005G1,4,512.0,4.3,14.0,DDR4,16.0,1.0,31999,low,good
93,Lenovo,V14 Intel Core,Intel Core i3 11th Gen,8,256.0,4.2,13.0,DDR4,14.0,1.0,32000,low,good
94,HP,AMD Ryzen 3,Ryzen 3 Quad Core 5300U,8,512.0,4.2,60.0,DDR4,16.0,1.0,32191,low,good
95,DELL,Latitude Intel Core,Core i3 11th Gen 1115G4,8,512.0,4.2,13.0,DDR4,14.0,1.0,32500,low,good
96,Lenovo,V15 Intel Core,Core i3 12th Gen 1215U,8,512.0,4.2,16.0,DDR4,16.0,1.0,32500,low,good
97,Acer,Extensa (2023,Core i3 12th Gen N305,8,512.0,4.2,107.0,DDR5,16.0,1.0,32750,low,good
98,HP,250 G8 Intel Core,Intel Core i3 11th Gen,8,512.0,3.9,26.0,DDR4,16.0,1.0,32790,low,average
99,Infinix,X2 Slim Series,Core i5 11th Gen 1155G7,8,512.0,4.1,43.0,DDR4X,14.0,1.0,32990,low,good
100,Infinix,Inbook Y2 Plus Intel,Core i5 11th Gen 1155G7,16,512.0,4.1,43.0,DDR4X,16.0,1.0,32990,low,good
101,Acer,Aspire 3 Intel,Core i3 12th Gen 1215U,8,512.0,4.4,19.0,DDR4,16.0,1.0,32990,low,good
102,Lenovo,IdeaPad 3 Intel,Core i3 12th Gen 1215U,8,256.0,4.2,13.0,DDR4,16.0,1.0,32990,low,good
103,MSI,Modern 14 Intel Core,Core i3 12th Gen 1215U,8,512.0,4.3,47.0,DDR4,14.0,1.0,32990,low,good
104,Lenovo,V15 Intel Core,Core i3 11th Gen 1115G4,4,256.0,4.3,13.0,DDR4,15.0,1.0,32990,low,good
105,Infinix,X2 Slim Intel,Core i5 11th Gen 1155G7,16,512.0,4.1,43.0,DDR4X,14.0,1.0,32990,low,good
106,Acer,Extensa (2023,Ryzen 5 Quad Core 7520UThin and Light LaptopLPDDR5 RAM,8,512.0,4.1,60.0,DDR5,16.0,1.0,32990,low,good
107,Infinix,Intel Core i5,Core i5 11th Gen 1155G7,16,512.0,4.1,43.0,DDR4X,14.0,1.0,32990,low,good
108,Lenovo,IdeaPad Slim 3,Core i3 12th Gen 1215U,8,256.0,4.2,78.0,DDR4,16.0,2.0,33000,low,good
109,Lenovo,AMD Ryzen 3,Ryzen 3 Hexa Core 5300U,8,512.0,4.3,4.0,DDR4,16.0,1.0,33190,low,good
110,HP,Intel Core i3,Core i3 11th Gen 1125G4,8,512.0,4.3,60.0,DDR4,16.0,1.0,33240,low,good
111,Acer,Aspire 3 14,Core i3 13th Gen N305,8,512.0,3.9,60.0,DDR5,14.0,1.0,33400,low,average
112,DELL,Intel Core i3,Intel Core i3 11th Gen,8,256.0,4.3,2.0,DDR4,14.0,1.0,33490,low,good
113,Acer,Aspire 3 Intel,Core i3 12th Gen 1215U,8,512.0,3.9,60.0,DDR5,16.0,1.0,33490,low,average
114,DELL,Intel Core i3,Core i3 11th Gen 1115G4,8,512.0,3.9,3.0,DDR4,16.0,1.0,33499,low,average
115,Lenovo,ThinkBook 15 AMD Ryzen,Ryzen 3 Hexa Core 7330U,8,512.0,4.4,60.0,DDR4,16.0,1.0,33500,low,good
116,Lenovo,Intel Core i3,Intel Core i3 12th Gen,8,512.0,3.9,60.0,DDR4,16.0,1.0,33590,low,average
117,Lenovo,V15 AMD Ryzen,Ryzen 5 Hexa Core 5500U,8,512.0,4.2,60.0,DDR4,16.0,1.0,33941,low,good
118,ASUS,Vivobook Go 14,Ryzen 3 Quad Core 7320U,8,512.0,4.4,2.0,DDR5,14.0,1.0,33990,low,good
119,ZEBRONICS,Pro Series Z,Core i5 12th Gen 1235U,8,512.0,3.9,41.0,DDR4,16.0,1.0,33990,low,average
120,Lenovo,IdeaPad Slim 1,Ryzen 3 Quad Core 7320U,8,512.0,4.1,11.0,DDR5,16.0,1.0,33990,low,good
121,MSI,Modern 14 AMD Ryzen,Ryzen 5 Hexa Core 7530U,8,512.0,4.4,69.0,DDR4,14.0,1.0,33990,low,good
122,HP,AMD Ryzen 3,Ryzen 3 Quad Core 7320U,8,512.0,4.2,7.0,DDR5,14.0,2.0,33990,low,good
123,Acer,Aspire AMD Ryzen,Ryzen 5 Quad Core 3500U,8,512.0,4.3,43.0,DDR4,16.0,1.0,34200,low,good
124,ASUS,Vivobook 14 AMD Ryzen,Core AMD Ryzen 3 3250U,8,256.0,4.3,6.0,DDR4,14.0,1.0,34300,low,good
125,HP,fq2673TU Intel Core,Core i3 11th Gen 1115G4,8,512.0,3.9,1.0,DDR4,16.0,1.0,34900,low,average
126,Lenovo,V15 AMD Ryzen,Ryzen 5 Hexa Core 5500U,8,512.0,3.9,7.0,DDR4,16.0,1.0,34980,low,average
127,HP,250 G9 Intel Core,Core i3 12th Gen 1215U,8,512.0,4.3,2.0,DDR4,16.0,1.0,34989,low,good
128,DELL,Intel Core i3,Core i3 12th Gen 1215U,8,512.0,3.9,8.0,DDR4,16.0,1.0,34990,low,average
129,Infinix,Y4 Max Series,Core i3 13th Gen 1315U,8,512.0,4.4,10.0,DDR4X,16.0,1.0,34990,low,good
130,Lenovo,AMD Ryzen 3,Ryzen 3 Quad Core 7330U,8,512.0,4.2,13.0,DDR4,16.0,1.0,34990,low,good
131,Infinix,Y4 Max Series,Core i3 13th Gen 1315U,8,512.0,4.4,11.0,DDR4X,16.0,1.0,34990,low,good
132,DELL,Intel Core i3,Core i3 12th Gen 1215U,8,512.0,4.2,60.0,DDR4,16.0,1.0,34990,low,good
133,ZEBRONICS,Pro Series Z,Core i5 12th Gen 1235U,16,512.0,3.9,41.0,DDR4,16.0,1.0,34990,low,average
134,DELL,Intel Core i3,Core i3 11th Gen 1115G4,8,256.0,4.1,14.0,DDR4,14.0,1.0,34990,low,good
135,HP,Laptop AMD Ryzen,Ryzen 3 Quad Core 5300U,8,512.0,4.6,10.0,DDR4,16.0,1.0,35055,low,excellent
136,Lenovo,IdeaPad Slim 3,Core i3 11th Gen 1115G4,8,512.0,4.2,60.0,DDR4,16.0,2.0,35100,low,good
137,Lenovo,IdeaPad 3 Intel,Core i3 11th Gen 1115G4,8,512.0,4.4,60.0,DDR4,16.0,1.0,35100,low,good
138,Lenovo,IdeaPad Slim 3,Core i3 12th Gen 1215U,8,512.0,4.2,78.0,DDR4,16.0,2.0,35250,low,good
139,HP,Laptop AMD Ryzen,Ryzen 3 Quad Core 5300U,8,512.0,4.3,60.0,DDR4,16.0,1.0,35490,low,good
140,DELL,Intel Core i3,Core i3 12th Gen 1215U,8,512.0,4.3,92.0,DDR4,16.0,1.0,35490,low,good
141,HP,250 G9 Intel Core,Gen Intel Core i3 1215U,8,512.0,4.2,4.0,DDR4,16.0,1.0,35600,low,good
142,Lenovo,IdeaPad 3 Intel,Core i3 11th Gen 1115G4,8,512.0,4.4,40.0,DDR4,16.0,2.0,35700,low,good
143,ASUS,Vivobook 15 Intel Core,Core i3 12th Gen 1215U,8,512.0,4.3,55.0,DDR4,16.0,1.0,35881,low,good
144,ASUS,Vivobook Intel Core,Core i3 12th Gen 1215U,8,512.0,4.3,55.0,DDR4,16.0,2.0,35980,low,good
145,DELL,Inspiron Intel Core,Core i3 12th Gen 1215U,8,512.0,4.2,5.0,DDR4,16.0,2.0,35990,low,good
146,ASUS,Vivobook Go 15,Ryzen 3 Quad Core 7320U,8,512.0,4.2,60.0,DDR5,16.0,1.0,35990,low,good
147,Lenovo,IdeaPad Slim 3,Core i3 12th Gen 1215U,8,512.0,4.3,47.0,DDR4,16.0,1.0,35990,low,good
148,HP,Intel Core i5,Intel Core i5 11th Gen,8,512.0,4.7,60.0,DDR4,14.0,1.0,35990,low,excellent
149,Lenovo,IdeaPad 1 AMD,Ryzen 5 Quad Core 3500U,8,512.0,4.3,82.0,DDR4,16.0,2.0,35990,low,good
150,HP,Intel Core i3,Intel Core i3 11th Gen,8,512.0,4.3,4.0,DDR4,16.0,1.0,36200,low,good
151,DELL,Intel Core i3,Core i3 12th Gen 1215U,8,512.0,4.3,92.0,DDR4,16.0,1.0,36390,low,good
152,ASUS,Vivobook Ultra 14,Core i3 11th Gen 1115G4,8,512.0,4.4,65.0,DDR4,14.0,1.0,36500,low,good
153,HP,Intel Core i3,Intel Core i3 11th Gen,8,512.0,4.3,4.0,DDR4,16.0,1.0,36790,low,good
154,ASUS,Vivobook Go 14,Core i3 12th Gen N305,8,512.0,4.2,19.0,DDR4,14.0,1.0,36990,low,good
155,MSI,Modern 14 Intel Core,Core i5 11th Gen 1155G7,8,512.0,4.2,60.0,DDR4,14.0,1.0,36990,low,good
156,Infinix,Y4 Max Series,Core i3 13th Gen 1315U,16,512.0,4.4,11.0,DDR4X,16.0,1.0,36990,low,good
157,Infinix,X3 Slim Intel,Core i5 12th Gen 1235U,16,512.0,4.2,60.0,DDR4X,14.0,1.0,36990,low,good
158,MSI,Modern 15 AMD Ryzen,Ryzen 5 Hexa Core 7530U,8,512.0,4.4,69.0,DDR4,16.0,1.0,36990,low,good
159,ASUS,Vivobook Go 14,Core i3 12th Gen N305,8,512.0,4.4,7.0,DDR4,14.0,1.0,36990,low,good
160,DELL,Vostro Intel Core,Core i3 11th Gen 1115G4,8,1000.0,4.3,66.0,DDR4,16.0,1.0,36990,low,good
161,DELL,Inspiron Intel Core,Core i3 12th Gen 1215U,8,512.0,3.9,2.0,DDR4,16.0,2.0,36990,low,average
162,Infinix,Y4 Max Series,Core i3 13th Gen 1315U,16,512.0,4.4,10.0,DDR4X,16.0,1.0,36990,low,good
163,HP,14s Intel Core,Core i3 11th Gen 1115G4,8,256.0,4.3,60.0,DDR4,14.0,1.0,37250,low,good
164,HP,Intel Core i3,Core i3 12th Gen 1215U,8,512.0,4.3,60.0,DDR4,16.0,2.0,37490,low,good
165,HP,15s Intel Core,Core i3 12th Gen 1215U,8,512.0,4.3,60.0,DDR4,16.0,2.0,37699,low,good
166,Lenovo,IdeaPad Slim 3,Core i3 12th Gen 1215U,8,512.0,4.2,58.0,DDR4,16.0,2.0,37900,low,good
167,HP,15s Intel Core,Core i3 11th Gen 1115G4,8,1000.0,4.1,27.0,DDR4,16.0,1.0,37980,low,good
168,DELL,Intel Core i3,Core i3 13th Gen 1305U,8,512.0,4.700000000000001,60.0,DDR4,14.0,1.0,37990,low,excellent
169,Acer,Aspire 5 Intel,Core i5 11th Gen 1135G7,8,1000.0,3.9,35.0,DDR4,14.0,1.0,37990,low,average
170,HP,AMD Ryzen 5,Ryzen 5 Hexa Core 5500U,8,512.0,4.3,60.0,DDR4,16.0,1.0,37990,low,good
171,DELL,Intel Core i5,Intel Core i5 11th Gen,8,512.0,3.9,4.0,DDR4,14.0,1.0,37990,low,average
172,HP,Intel Core i3,Intel Core i3 11th Gen,8,512.0,4.2,13.0,DDR4,16.0,1.0,38000,low,good
173,DELL,AMD Ryzen 5,Ryzen 5 Hexa Core 5500U,8,512.0,4.0,1.0,DDR4,16.0,1.0,38300,low,average
174,ASUS,Vivobook 15 Intel Core,Core i3 11th Gen 1115G4,8,512.0,4.5,2.0,DDR4,16.0,1.0,38500,low,good
175,HP,AMD Ryzen 5,Ryzen 5 Hexa Core 5500U,8,512.0,4.4,54.0,DDR4,16.0,1.0,38990,low,good
176,ASUS,Vivobook 14 Intel Core,Core i3 11th Gen 1115G4,16,512.0,4.2,9.0,DDR4,14.0,2.0,38990,low,good
177,Lenovo,ThinkBook 15 G5 AMD,Ryzen 5 Hexa Core 7530U,8,512.0,4.3,60.0,DDR4,16.0,1.0,38990,low,good
178,ASUS,VivoBook K15 OLED,Core i3 11th Gen 1115G4,8,256.0,4.4,60.0,DDR4,16.0,2.0,39400,low,good
179,ASUS,Vivobook 15X (2023,Core i3 13th Gen 1315U,8,512.0,4.3,10.0,DDR4,16.0,1.0,39490,low,good
180,HP,Laptop Intel Core,Core i3 11th Gen 1115G4,8,512.0,4.2,93.0,DDR4,16.0,1.0,39500,low,good
181,Infinix,Intel Core i7,Core i7 10th Gen 1065G7,8,512.0,4.2,13.0,DDR4X,14.0,1.0,39990,low,good
182,ASUS,Vivobook AMD Ryzen,Ryzen 5 Quad Core 7520U,8,512.0,4.2,13.0,DDR5,14.0,1.0,39990,low,good
183,DELL,Vostro 3420 Business,Intel Core i5 11th Gen,8,512.0,3.9,3.0,DDR4,14.0,1.0,39990,low,average
184,Lenovo,IdeaPad Slim 1,Ryzen 5 Quad Core 7520U,8,512.0,4.2,4.0,DDR5,16.0,2.0,39990,low,good
185,ASUS,Vivobook 15 (2023,Core i3 13th Gen 1315U,8,512.0,4.2,13.0,DDR4,16.0,1.0,39990,low,good
186,DELL,Intel Core i3,Core i3 13th Gen 1305U,8,512.0,4.2,13.0,DDR4,16.0,1.0,39990,low,good
187,HP,AMD Ryzen 5,AMD Ryzen 5 Quad Core,8,512.0,4.2,13.0,DDR4,16.0,1.0,39990,low,good
188,Lenovo,Intel Core i3,Core i3 13th Gen 1315U,8,512.0,4.2,13.0,DDR5,16.0,1.0,39990,low,good
189,ASUS,AMD Ryzen 5,AMD Ryzen 5 Hexa Core,8,512.0,4.6,2.0,DDR4,16.0,1.0,39999,low,excellent
190,MSI,Modern 14 Intel Core,Core i5 12th Gen 1235U,16,512.0,4.3,84.0,DDR4,14.0,1.0,40990,low,good
191,ZEBRONICS,Thin and Light,Core i7 12th Gen 1255U,16,512.0,4.0,7.0,DDR4,16.0,1.0,40990,low,average
192,Acer,Intel Core i5,Intel Core i5 11th Gen,8,512.0,4.4,7.0,DDR4,16.0,1.0,41190,low,good
193,Acer,Aspire Lite AMD,Ryzen 5 Hexa Core 5500U,16,1000.0,3.9,4.0,DDR4,16.0,1.0,41299,low,average
194,Lenovo,AMD Ryzen 5,Ryzen 5 Hexa Core 7530U,16,512.0,4.2,60.0,DDR4,16.0,1.0,41990,low,good
195,ASUS,VivoBook 15 (2021,Core i5 10th Gen 1035G1,8,512.0,4.4,59.0,DDR4,16.0,2.0,41990,low,good
196,Infinix,X1 Slim Series,Core i5 10th Gen 1035G1,8,512.0,4.2,60.0,DDR4X,14.0,1.0,41990,low,good
197,Acer,Aspire 3 Spin,Core i3 13th Gen N305,8,512.0,4.6,1.0,DDR5,14.0,1.0,41990,low,excellent
198,ASUS,Vivobook 15 Intel Core,Core i3 12th Gen 1215U,16,512.0,4.3,60.0,DDR4,16.0,1.0,41990,low,good
199,ASUS,Intel Core i3,Intel Core i3 13th Gen,8,512.0,3.9,60.0,DDR4,16.0,1.0,42868,low,average
200,Infinix,X2 Slim Series,Core i5 11th Gen 1155G7,16,1000.0,4.2,40.0,DDR4X,14.0,1.0,42890,low,good
201,DELL,Inspiron 3511 Intel,Intel Core i5 11th Gen,8,512.0,4.2,5.0,DDR4,16.0,1.0,42990,low,good
202,ASUS,Vivobook 14 (2023,Core i3 13th Gen 1315U,8,512.0,4.1,15.0,DDR4,14.0,1.0,42990,low,good
203,ASUS,Vivobook 16 (2023,Core i3 13th Gen 1315U,8,512.0,4.4,21.0,DDR4,16.0,1.0,42990,low,good
